"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.038408500E0,-2.263443146E0,3.389192957E0,4.153517014E-1,4.096623099E0
3.048337500E0,-2.209200280E0,3.081011363E0,-1.016403370E0,3.925082510E0
3.058267500E0,-1.901122182E0,2.777697576E0,-1.777417903E0,3.806452913E0
3.068196500E0,-1.276820229E0,2.464051175E0,-1.822072504E0,3.319904562E0
3.078126792E0,-6.646126574E-1,2.058557879E0,-1.514689640E0,2.640767924E0
3.088055792E0,-3.883352262E-1,1.624166035E0,-8.510997335E-1,1.874323962E0
3.097985792E0,-4.761978275E-1,1.288757612E0,1.077413803E-1,1.378139601E0
3.107914792E0,-6.665036470E-1,1.256140674E0,1.073717194E0,1.781848792E0
3.117844792E0,-5.931666988E-1,1.288642422E0,1.682814047E0,2.200979132E0
3.127773792E0,-3.166822761E-1,1.172143375E0,1.662545843E0,2.058705038E0
3.137702792E0,1.383948237E-1,9.506927995E-1,1.062355469E0,1.432329944E0
3.147632792E0,7.477933931E-1,6.368803369E-1,2.624303475E-3,9.822517036E-1
3.157561792E0,1.078271005E0,3.891840957E-1,-1.058707903E0,1.560447065E0
3.167491792E0,9.952551609E-1,1.509929422E-1,-1.784855561E0,2.049156187E0
3.177420792E0,5.967340851E-1,-9.267018199E-2,-1.990669366E0,2.080250912E0
3.187350792E0,1.991503179E-2,-9.563727848E-2,-1.518638849E0,1.521777596E0
3.197279792E0,-6.157123929E-1,1.354510430E-1,-6.847195510E-1,9.307467966E-1
3.207209792E0,-1.096104428E0,2.203181157E-1,1.711735837E-1,1.131054988E0
3.217138792E0,-1.197280555E0,1.809754175E-1,7.795238205E-1,1.440100766E0
3.227067792E0,-1.051325281E0,-6.043185085E-2,1.067008025E0,1.499147418E0
3.236997792E0,-6.079671711E-1,-2.903899786E-1,1.179788024E0,1.358620699E0
3.246926792E0,1.765338725E-1,-3.140695940E-1,8.131131508E-1,8.893575850E-1
3.256856792E0,8.739108181E-1,-2.974392356E-1,1.462697806E-1,9.346577264E-1
3.266785792E0,1.354839043E0,-2.862443027E-1,-5.377363370E-1,1.485491502E0
3.276715792E0,1.442048510E0,-1.811375315E-1,-9.701665858E-1,1.747437528E0
3.286644792E0,1.043046209E0,-3.853110462E-2,-1.096690831E0,1.513988381E0
3.296573792E0,2.641836351E-1,1.471232548E-2,-9.813083091E-1,1.016353995E0
3.306503792E0,-6.895042545E-1,1.194223630E-1,-6.562897307E-1,9.593716841E-1
3.316432792E0,-1.358352050E0,3.057079294E-1,-1.841808611E-1,1.404457269E0
3.326362792E0,-1.585916913E0,3.450614449E-1,2.742747599E-1,1.646033565E0
3.336291792E0,-1.330827452E0,1.563465066E-1,5.659969535E-1,1.454612831E0
3.346221792E0,-8.133371723E-1,-1.609079196E-1,8.499909552E-1,1.187389295E0
3.356150792E0,-8.088628829E-2,-3.287072213E-1,8.137949362E-1,8.813927769E-1
3.366080792E0,6.130606806E-1,-4.422424614E-1,5.726839024E-1,9.483610309E-1
3.376009792E0,1.287722948E0,-5.316183221E-1,3.192093696E-1,1.429245623E0
3.385938792E0,1.568707972E0,-4.829767969E-1,7.552190647E-3,1.641392191E0
3.395868792E0,1.181643931E0,-3.724003941E-1,-1.345292294E-1,1.246219301E0
3.405797792E0,5.496125436E-1,-1.975888190E-1,-1.187645513E-1,5.960036142E-1
3.415727792E0,-1.670315623E-1,-3.235586017E-2,-9.054186858E-2,1.927284994E-1
3.425656792E0,-7.225866312E-1,8.204900712E-2,-1.697863318E-2,7.274281773E-1
3.435586792E0,-9.144080490E-1,1.346452966E-1,1.442296871E-1,9.354537073E-1
3.445515792E0,-7.782421839E-1,3.458701149E-2,2.109079722E-1,8.070559652E-1
3.455444792E0,-4.267578650E-1,-1.494763206E-1,2.761833642E-1,5.298515796E-1
3.465374792E0,-8.366897821E-2,-3.458649985E-1,3.617928871E-1,5.074615141E-1
3.475303792E0,3.316441315E-1,-4.759156993E-1,4.615213162E-1,7.412728972E-1
3.485233792E0,7.395844871E-1,-5.515000248E-1,4.687490594E-1,1.034825189E0
3.495162792E0,9.874999988E-1,-5.056049368E-1,4.991721225E-1,1.216538289E0
3.505092792E0,9.146004224E-1,-3.951279366E-1,4.800434681E-1,1.105921222E0
3.515021792E0,6.067135280E-1,-2.254589877E-1,4.866965032E-1,8.098188355E-1
3.524951792E0,3.446483392E-1,-4.599229798E-2,4.647009590E-1,5.803832789E-1
3.534880792E0,2.948745006E-1,7.639664993E-2,3.231393564E-1,4.440793430E-1
3.544809792E0,5.783393294E-1,1.206806839E-1,7.715284109E-2,5.958126956E-1
3.554739792E0,1.020259609E0,6.409863979E-2,-3.176060631E-1,1.070472754E0
3.564668792E0,1.402258793E0,-6.479124248E-2,-6.222296995E-1,1.535479542E0
3.574598792E0,1.839173856E0,-9.769381732E-2,-6.577813554E-1,1.955704698E0
3.584527792E0,2.394438903E0,-1.590825650E-1,-5.935116845E-1,2.472023673E0
3.594457792E0,3.214655909E0,-3.384888822E-1,-5.743860999E-1,3.283063619E0
3.604386792E0,4.379716551E0,-5.794102469E-1,-6.538760731E-1,4.466003496E0
3.614316792E0,5.191026494E0,-8.386914302E-1,-7.262235993E-1,5.308253959E0
3.624245792E0,5.805932556E0,-1.062681451E0,-8.221109924E-1,5.959363321E0
3.634174792E0,6.534667534E0,-9.847116078E-1,-6.609406060E-1,6.641413947E0
3.644104792E0,7.045799552E0,-5.342476688E-1,-1.131377026E-1,7.066930878E0
3.654033792E0,7.937794638E0,2.769174090E-1,5.798315388E-1,7.963759890E0
3.663963792E0,9.485922166E0,6.297717306E-1,6.499366578E-1,9.528995195E0
3.673892792E0,1.118954996E1,1.845385645E-1,8.906354629E-2,1.119142596E1
3.683822792E0,1.288190959E1,-3.328150365E-1,-7.527073932E-1,1.290817295E1
3.693751792E0,1.455385308E1,-8.299077429E-1,-1.627237431E0,1.466803626E1
3.703680792E0,1.510581152E1,-1.590859125E0,-2.384428470E0,1.537536580E1
3.713610792E0,1.385673165E1,-1.743581089E0,-2.953655498E0,1.427491394E1
3.723539792E0,1.167921217E1,-1.606285542E0,-3.160529988E0,1.220545370E1
3.733469792E0,9.259604514E0,-1.918886462E0,-2.456915233E0,9.770303653E0
3.743398792E0,7.639390758E0,-2.414070052E0,-1.322780514E0,8.120207735E0
3.753328792E0,6.832799519E0,-3.487717372E0,-8.776271622E-1,7.721499282E0
3.763257792E0,5.061004298E0,-4.254437032E0,-5.677396430E-1,6.635987287E0
3.773187792E0,3.322617729E0,-4.469508441E0,-1.432806109E-1,5.571070240E0
3.783116792E0,8.589477932E-1,-4.278755602E0,6.240265489E-2,4.364565833E0
3.793045792E0,-3.853995146E0,-3.770508601E0,-3.058013387E-1,5.400326671E0
3.802975792E0,-7.772399712E0,-4.119269287E0,-8.916644266E-1,8.841585954E0
3.812904792E0,-9.597816238E0,-4.165624259E0,-3.719829029E-1,1.046942564E1
3.822834792E0,-8.753730313E0,-3.103722241E0,2.499607216E-1,9.291036891E0
3.832763792E0,-9.290206502E0,-2.326709873E0,3.035954766E-1,9.581945830E0
3.842693792E0,-1.622616845E1,-1.636954334E0,9.767668498E-1,1.633775491E1
3.852622792E0,-2.518266675E1,-3.862384146E-1,2.579277576E0,2.531735684E1
3.862551792E0,-3.199379824E1,4.610791205E-1,4.983355029E0,3.238285885E1
3.872481792E0,-3.468869340E1,1.121278373E0,7.973659120E0,3.561098081E1
3.882410792E0,-3.180749893E1,1.926979154E0,1.053067518E1,3.356077110E1
3.892340792E0,-2.570891148E1,1.904505089E0,1.149171185E1,2.822471807E1
3.902269792E0,-1.914560838E1,1.323103572E0,1.050846043E1,2.187996033E1
3.912199792E0,-1.322354369E1,1.210525229E0,7.933850691E0,1.546846682E1
3.922128792E0,-8.587488710E0,1.044189924E0,4.729479450E0,9.859171913E0
3.932058792E0,-5.569650664E0,9.810689387E-1,1.809626121E0,5.937865903E0
3.941987792E0,-3.848749609E0,1.254764824E0,-3.852660227E-1,4.066415894E0
3.951916792E0,-2.759731421E0,1.389151674E0,-1.668373032E0,3.511314350E0
3.961846792E0,-2.240146084E0,1.175650827E0,-2.317052027E0,3.430617939E0
3.971775792E0,-2.336067903E0,7.995813782E-1,-2.489847336E0,3.506548643E0
3.981705792E0,-2.495395759E0,6.379050614E-1,-2.482727181E0,3.577409274E0
3.991634792E0,-2.182229998E0,3.183156593E-1,-2.445810639E0,3.293241914E0
4.001564792E0,-1.166821239E0,-2.381027875E-1,-2.267880013E0,2.561531670E0
4.011493792E0,2.546655375E-1,-6.607568572E-1,-1.929100963E0,2.054965860E0
4.021422792E0,1.542129453E0,-5.642410346E-1,-1.268437076E0,2.074961159E0
4.031352792E0,2.078099858E0,-5.047990077E-1,-5.448132221E-1,2.206839937E0
4.041281792E0,1.895931609E0,-7.131575574E-1,1.482718673E-1,2.031042814E0
4.051211792E0,1.610574621E0,-1.108561921E0,6.493993717E-1,2.060237774E0
4.061140792E0,1.505625286E0,-1.232308739E0,1.068099335E0,2.219533401E0
4.071070792E0,1.307687096E0,-1.051583874E0,1.392806038E0,2.180775744E0
4.081000125E0,1.072122073E0,-9.102906590E-1,1.644049931E0,2.163556100E0
4.090930125E0,9.734772062E-1,-8.104609269E-1,1.748429162E0,2.159052876E0
4.100859125E0,1.049630173E0,-7.788090715E-1,1.714493092E0,2.155864938E0
4.110788125E0,1.519981370E0,-6.622610535E-1,1.354319226E0,2.140820785E0
4.120718125E0,2.263033256E0,-6.395407469E-1,5.983484282E-1,2.426592822E0
4.130647125E0,3.277619897E0,-6.964287465E-1,-4.628721692E-2,3.351111411E0
4.140577125E0,4.564649364E0,-9.297604984E-1,-6.935762554E-1,4.709726789E0
4.150506125E0,5.693777697E0,-1.119293024E0,-1.523183890E0,5.999334171E0
4.160436125E0,6.334204516E0,-1.184130167E0,-2.181404371E0,6.803148987E0
4.170365125E0,6.386618958E0,-1.378154523E0,-2.271525752E0,6.917227829E0
4.180295125E0,6.094966857E0,-1.333178764E0,-1.576100022E0,6.435066269E0
4.190224125E0,5.433068478E0,-1.049551675E0,-3.858883126E-1,5.546954262E0
4.200153125E0,4.663071452E0,-7.128757216E-1,7.917428201E-1,4.783229438E0
4.210083125E0,4.397606692E0,-4.673732096E-1,1.486762022E0,4.665602174E0
4.220012125E0,4.107055038E0,-4.725418559E-1,1.663227628E0,4.456178075E0
4.229942125E0,3.742270058E0,-4.714854102E-1,1.543308691E0,4.075375491E0
4.239871125E0,3.632354098E0,-4.689573665E-1,1.030015542E0,3.804582674E0
4.249801125E0,3.434868482E0,-5.045424977E-1,1.722661360E-1,3.475997734E0
4.259730125E0,3.251465886E0,-4.979461075E-1,-6.427965496E-1,3.351591881E0
4.269659125E0,3.042846587E0,-4.795365876E-1,-1.287350480E0,3.338583824E0
4.279589125E0,2.750648941E0,-4.822058415E-1,-1.456632636E0,3.149661999E0
4.289518125E0,2.621110311E0,-3.656505145E-1,-1.284206432E0,2.941616175E0
4.299448125E0,2.253484168E0,-3.594160670E-1,-1.106951598E0,2.536279292E0
4.309377125E0,1.624826624E0,-3.795703961E-1,-6.288493323E-1,1.783139570E0
4.319307125E0,1.232794788E0,-2.709617275E-1,-6.657171965E-2,1.263975887E0
4.329236125E0,7.602374375E-1,-2.479536648E-1,3.381421423E-1,8.682062483E-1
4.339166125E0,3.954202974E-1,-2.789449310E-1,5.643008955E-1,7.433727105E-1
4.349095125E0,3.324241501E-1,-3.448429053E-1,5.434121561E-1,7.243750522E-1
4.359024125E0,4.352462679E-1,-3.685460557E-1,2.188653749E-1,6.108744235E-1
4.368954125E0,5.285368395E-1,-2.301716973E-1,-1.270490326E-1,5.903148801E-1
4.378883125E0,3.521397918E-1,-5.642270744E-2,-5.557351631E-1,6.603238042E-1
4.388813125E0,-2.197453809E-1,1.279047726E-1,-8.260115969E-1,8.642585386E-1
4.398742125E0,-6.832389629E-1,3.389025727E-1,-7.332770956E-1,1.058000819E0
4.408672125E0,-1.187785261E0,6.892045847E-1,-5.723118733E-1,1.487742473E0
4.418601125E0,-1.322229706E0,8.075131993E-1,-4.574313350E-1,1.615429475E0
4.428530125E0,-9.832192522E-1,6.560302605E-1,-3.919097753E-1,1.245266667E0
4.438460125E0,-2.827076143E-1,4.256806616E-1,-5.313528585E-1,7.371997566E-1
4.448389125E0,5.574255931E-1,2.903288752E-2,-8.643102747E-1,1.028882137E0
4.458319125E0,1.020950750E0,-3.243207863E-1,-1.032260435E0,1.487644451E0
4.468248125E0,1.085188846E0,-3.312117299E-1,-8.399361563E-1,1.411675879E0
4.478178125E0,7.235414815E-1,-4.145690516E-2,-5.153040057E-1,8.892520277E-1
4.488107125E0,5.056145847E-2,2.229053624E-1,-2.204049468E-1,3.175241758E-1
4.498037125E0,-5.666758883E-1,3.642708640E-1,5.585713550E-2,6.759695587E-1
4.507966125E0,-1.011464812E0,4.371838890E-1,2.306947307E-1,1.125793444E0
4.517895125E0,-1.092141770E0,5.352725396E-1,3.306639920E-1,1.260408272E0
4.527825125E0,-8.262454855E-1,4.571515457E-1,1.524880752E-2,9.444054554E-1
4.537754125E0,-3.705134976E-1,1.862001970E-1,-3.563293219E-1,5.467370034E-1
4.547684125E0,2.830947000E-1,-5.452090055E-3,-6.956145948E-1,7.510339533E-1
4.557613125E0,1.000725816E0,-1.852533866E-1,-9.837870169E-1,1.415488562E0
4.567543125E0,1.386302326E0,-4.180187626E-1,-1.040782605E0,1.783200004E0
4.577472125E0,1.195127610E0,-5.763008438E-1,-7.391560324E-1,1.518816746E0
4.587402125E0,6.020334166E-1,-4.834527603E-1,-5.683142781E-2,7.742096727E-1
4.597331125E0,-7.679031372E-2,-2.601018400E-1,6.934119487E-1,7.445601722E-1
4.607260125E0,-6.969284642E-1,-4.755014241E-2,1.218431542E0,1.404473468E0
4.617190125E0,-1.088182620E0,6.113980249E-2,1.499643584E0,1.853863633E0
4.627119125E0,-1.027241185E0,5.889023244E-3,1.199396077E0,1.579180193E0
4.637049125E0,-6.775355887E-1,-1.289017229E-1,5.024484636E-1,8.533021661E-1
4.646978125E0,-4.189062238E-2,-1.855700134E-1,-2.774397115E-1,3.363983467E-1
4.656908125E0,6.217981750E-1,-2.093765134E-1,-8.875979805E-1,1.103767036E0
4.666837125E0,9.258896416E-1,-2.953699060E-1,-1.147768672E0,1.503957424E0
4.676766125E0,9.261147594E-1,-3.800000203E-1,-9.695822297E-1,1.393620559E0
4.686696125E0,6.749259764E-1,-2.672307654E-1,-4.212000865E-1,8.392537569E-1
4.696625125E0,2.131520605E-1,-1.539529489E-1,1.938113715E-1,3.266468415E-1
4.706555125E0,-2.148933613E-1,-8.158356875E-2,6.600337029E-1,6.989131021E-1
4.716484125E0,-5.614695275E-1,-3.789405048E-2,9.094905406E-1,1.069512521E0
4.726414125E0,-6.613043028E-1,-2.578198180E-2,9.094161348E-1,1.124733656E0
4.736343125E0,-4.043706304E-1,-1.474049444E-1,6.259214853E-1,7.596193324E-1
4.746273125E0,-1.824740589E-2,-2.603306124E-1,2.935055213E-1,3.927473572E-1
4.756202125E0,5.990004659E-1,-2.696392335E-1,-2.870990194E-1,7.168910108E-1
4.766131125E0,9.315152478E-1,-3.614473897E-1,-7.134844168E-1,1.227772326E0
4.776061125E0,9.537007535E-1,-3.865380844E-1,-6.418085164E-1,1.212796351E0
4.785990125E0,8.921161240E-1,-1.835214414E-1,-2.778712361E-1,9.522414200E-1
4.795920125E0,7.373461729E-1,-9.360953718E-3,1.286070232E-1,7.485364204E-1
4.805849125E0,5.735405195E-1,1.416137159E-2,3.848665117E-1,6.908483942E-1
4.815779125E0,5.329216665E-1,4.976916075E-2,4.209866631E-1,6.809642006E-1
4.825708125E0,6.828267342E-1,5.096301600E-2,2.684519564E-1,7.354699387E-1
4.835637125E0,1.106539954E0,-3.616532117E-2,1.982191488E-2,1.107308226E0
4.845567125E0,1.535851883E0,-1.605316512E-1,-3.297057796E-1,1.579024166E0
4.855496125E0,1.870075806E0,-2.700426914E-1,-5.823668915E-1,1.977184304E0
4.865426125E0,2.353033599E0,-3.165936908E-1,-7.285542995E-1,2.483503584E0
4.875355125E0,3.025902525E0,-4.021060038E-1,-8.682159224E-1,3.173574360E0
4.885285125E0,3.830196394E0,-5.598450248E-1,-1.001383628E0,3.998324654E0
4.895214125E0,4.875359879E0,-5.981730849E-1,-1.146521899E0,5.043952563E0
4.905144125E0,6.110130442E0,-2.671494891E-1,-1.232342214E0,6.238888539E0
4.915073125E0,7.565781330E0,3.440352586E-1,-1.574506510E0,7.735533475E0
4.925002125E0,9.110758962E0,9.741062205E-1,-2.129052495E0,9.406788842E0
4.934932125E0,1.059871455E1,1.085805581E0,-2.872773888E0,1.103469771E1
4.944861125E0,1.216624314E1,5.584530951E-1,-3.524267147E0,1.267871448E1
4.954791125E0,1.372906822E1,-2.118674272E-1,-3.581261128E0,1.419005403E1
4.964720125E0,1.497947073E1,-9.312274186E-1,-3.339377604E0,1.537540799E1
4.974650125E0,1.583743853E1,-1.480205393E0,-2.785130557E0,1.614844945E1
4.984579125E0,1.708311649E1,-2.189888243E0,-2.284627608E0,1.737377342E1
4.994508125E0,1.857604163E1,-3.411453015E0,-2.093035401E0,1.900231910E1
5.004438125E0,1.934334250E1,-4.532759820E0,-1.565376229E0,1.992890397E1
5.014367125E0,1.810915666E1,-5.300884566E0,-7.431565511E-1,1.888367585E1
5.024297125E0,1.449964354E1,-5.607995535E0,-3.888439339E-1,1.555122105E1
5.034226125E0,9.139493349E0,-5.885094500E0,-1.130806557E0,1.092901640E1
5.044156125E0,2.818816951E0,-6.155162188E0,-1.893932592E0,7.029845747E0
5.054085125E0,-5.984111250E0,-6.029357589E0,-2.123401161E0,8.756230518E0
5.064014125E0,-1.504188976E1,-6.316298003E0,-2.255074611E0,1.646934818E1
5.073944125E0,-1.944875376E1,-6.711700174E0,-1.117460799E0,2.060460290E1
5.083872667E0,-2.103459817E1,-7.179792591E0,1.579299034E0,2.228223345E1
5.093802667E0,-2.386647722E1,-7.408309380E0,6.912703475E0,2.592830986E1
5.103731667E0,-3.073621184E1,-5.945402098E0,1.253908967E1,3.372374971E1
5.113661667E0,-3.888006412E1,-4.810052328E0,1.619678970E1,4.239259352E1
5.123590667E0,-4.029585746E1,-2.864355066E0,1.735830283E1,4.396898152E1
5.133520667E0,-3.525176857E1,-7.999737994E-1,1.566070527E1,3.858218287E1
5.143449667E0,-2.782066148E1,-1.335147375E-1,1.207615859E1,3.032887465E1
5.153378667E0,-2.127925503E1,-4.103432688E-1,8.570164579E0,2.294390545E1
5.163308667E0,-1.595012257E1,-1.881474660E-1,5.666710936E0,1.692788889E1
5.173237667E0,-1.139742432E1,5.749886555E-1,3.097415727E0,1.182479925E1
5.183167667E0,-7.908265615E0,9.232703814E-1,1.119633624E0,8.040315459E0
5.193096667E0,-5.565165265E0,9.570919923E-1,-9.615102947E-2,5.647683997E0
5.203026667E0,-3.778195351E0,9.347477348E-1,-1.009319469E0,4.020850560E0
5.212955667E0,-2.587284168E0,5.737647602E-1,-1.631287798E0,3.111968066E0
5.222885667E0,-1.973579709E0,2.874287659E-1,-1.976959984E0,2.808202796E0
5.232814667E0,-1.344501166E0,3.879562535E-1,-2.259658974E0,2.657866084E0
5.242743667E0,-2.897435689E-1,6.479027769E-1,-2.694398142E0,2.786307717E0
5.252673667E0,9.920725214E-1,5.640899572E-1,-3.070049003E0,3.275302467E0
5.262602667E0,2.699836637E0,-1.767344503E-1,-3.183470369E0,4.177898578E0
5.272532667E0,4.960411139E0,-8.690099012E-1,-2.972443479E0,5.847758298E0
5.282461667E0,6.668530766E0,-8.689229970E-1,-2.582561372E0,7.203745761E0
5.292391667E0,7.433504448E0,-8.283243169E-1,-2.134771218E0,7.778197587E0
5.302320667E0,7.045129461E0,-9.944652021E-1,-1.268307999E0,7.227130505E0
5.312249667E0,5.894148329E0,-7.692856383E-1,-7.529108763E-2,5.944615519E0
5.322179667E0,4.680608422E0,-5.204980874E-1,1.002272404E0,4.814931300E0
5.332108667E0,3.605610688E0,-2.486330382E-1,1.976212710E0,4.119182382E0
5.342038667E0,2.673772674E0,-1.074953953E-1,2.326416489E0,3.545818559E0
5.351967667E0,2.295222763E0,-1.962517800E-1,1.907864753E0,2.991071749E0
5.361897667E0,2.952642176E0,-7.258324206E-2,1.233604628E0,3.200803731E0
5.371826667E0,3.742240237E0,-8.656415395E-2,8.505111381E-2,3.744207398E0
5.381755667E0,4.286668054E0,-6.463262945E-1,-1.019728243E0,4.453437591E0
5.391685667E0,4.771063094E0,-1.094191585E0,-1.675174367E0,5.173635803E0
5.401614667E0,4.646995702E0,-1.062486008E0,-2.034100145E0,5.182760748E0
5.411544667E0,3.844389340E0,-7.898314384E-1,-1.794331559E0,4.315412940E0
5.421473667E0,2.868083836E0,-5.821398734E-1,-9.878246655E-1,3.088784436E0
5.431403667E0,2.183429847E0,-4.364348607E-1,-1.517970805E-1,2.231789335E0
5.441332667E0,1.991205556E0,-4.264387532E-1,5.835971457E-1,2.118333119E0
5.451262667E0,2.018834234E0,-6.108176887E-1,1.059023725E0,2.360152784E0
5.461191667E0,2.387707003E0,-8.121412705E-1,8.857243864E-1,2.673055530E0
5.471120667E0,2.694592854E0,-1.009245648E0,1.150695495E-1,2.879695892E0
5.481050667E0,2.656382470E0,-1.156252981E0,-3.714015435E-1,2.920826576E0
5.490979667E0,2.749340335E0,-1.299832970E0,-4.006689043E-1,3.067405026E0
5.500909667E0,3.040689549E0,-1.429710301E0,-2.396504724E-1,3.368574895E0
5.510838667E0,3.281983089E0,-1.403994246E0,9.672917292E-2,3.570989971E0
5.520768667E0,3.072954485E0,-1.194642583E0,5.122453272E-1,3.336557424E0
5.530697667E0,2.600735688E0,-8.170479615E-1,8.413084978E-1,2.852927177E0
5.540626667E0,2.018914341E0,-3.842205405E-1,1.009354113E0,2.289636711E0
5.550556667E0,1.476211452E0,3.560793534E-2,1.053270211E0,1.813793350E0
5.560485667E0,1.402007947E0,2.232588266E-1,7.415216696E-1,1.601663252E0
5.570415667E0,1.547298977E0,9.788940668E-2,2.352596520E-1,1.568140161E0
5.580344667E0,2.059115118E0,-3.054819345E-2,-5.820230752E-1,2.140009141E0
5.590274667E0,2.790591856E0,-1.734447885E-1,-1.318244098E0,3.091157308E0
5.600203667E0,3.482844302E0,-4.244840290E-1,-1.818201647E0,3.951739915E0
5.610133667E0,3.717866703E0,-5.581369069E-1,-1.958956407E0,4.239287657E0
5.620062667E0,3.337755586E0,-5.806638899E-1,-1.809912634E0,3.841037184E0
5.629991667E0,2.678302512E0,-5.532764089E-1,-1.269189028E0,3.015005791E0
5.639921667E0,1.765587232E0,-3.755646148E-1,-4.760781057E-1,1.866814778E0
5.649850667E0,7.866919953E-1,-2.081126377E-2,1.648667769E-1,8.040512784E-1
5.659780667E0,3.582004309E-3,3.294138573E-1,4.250175874E-1,5.377418244E-1
5.669709667E0,-2.961427617E-1,4.957241656E-1,3.630458723E-1,6.820889158E-1
5.679639667E0,1.194176853E-1,3.308116342E-1,-1.156854075E-1,3.702432098E-1
5.689568667E0,5.065138865E-1,7.056069016E-2,-8.328241879E-1,9.773081684E-1
5.699497667E0,7.791707218E-1,-1.599225175E-1,-1.390060477E0,1.601546239E0
5.709427667E0,8.893363577E-1,-3.605719154E-1,-1.619282879E0,1.882288051E0
5.719356667E0,6.554307747E-1,-4.296155454E-1,-1.461599991E0,1.658443111E0
5.729286667E0,-2.743104279E-2,-3.716436182E-1,-8.485391647E-1,9.267632681E-1
5.739215667E0,-9.952902442E-1,-1.262333460E-1,-1.766093016E-2,1.003418874E0
5.749145667E0,-1.851899736E0,1.023471777E-1,7.731480896E-1,2.009419206E0
5.759074667E0,-2.481603931E0,2.914608961E-1,1.438205720E0,2.883009403E0
5.769004667E0,-2.581248087E0,5.062852603E-1,1.755922369E0,3.162661825E0
5.778933667E0,-2.201819340E0,5.090078701E-1,1.404260441E0,2.660647441E0
5.788862667E0,-1.455449159E0,1.821236645E-1,6.729430394E-1,1.613800985E0
5.798792667E0,-6.334604466E-1,-2.199994424E-1,-1.681565666E-1,6.913382117E-1
5.808721667E0,-3.210413754E-2,-4.506272225E-1,-6.730053122E-1,8.105749315E-1
5.818651667E0,2.833759511E-1,-4.797839248E-1,-6.830249548E-1,8.814860368E-1
5.828580667E0,2.790145129E-1,-3.520988613E-1,-3.917054151E-1,5.960334209E-1
5.838510667E0,-1.109567642E-2,-1.991905175E-1,1.007288146E-1,2.234866224E-1
5.848439667E0,-4.328196734E-1,-3.403591141E-2,5.991010380E-1,7.398738857E-1
5.858368667E0,-7.784135073E-1,2.481561247E-1,1.014925194E0,1.302912967E0
5.868298667E0,-8.556376845E-1,4.177053519E-1,1.112498267E0,1.464324418E0
5.878227667E0,-7.961054277E-1,3.456107908E-1,8.241287935E-1,1.196837056E0
5.888157667E0,-4.747617513E-1,1.211762354E-1,2.017897511E-1,5.299070712E-1
5.898086667E0,-1.856374025E-2,-1.453800537E-1,-3.648381901E-1,3.931753774E-1
5.908016667E0,5.451312375E-1,-3.416364384E-1,-7.592294506E-1,9.951446532E-1
5.917945667E0,9.860300088E-1,-4.177262557E-1,-9.248062988E-1,1.414926533E0
5.927874667E0,1.202869323E0,-4.548163140E-1,-8.037087084E-1,1.516476237E0
5.937804667E0,1.055820036E0,-4.610187480E-1,-5.222839732E-1,1.264940624E0
5.947733667E0,6.716240537E-1,-3.582792221E-1,-1.186084306E-1,7.703965410E-1
5.957663667E0,2.038994265E-1,-1.793615860E-1,3.206523894E-1,4.201946090E-1
5.967592667E0,-3.699895871E-1,1.171092045E-1,7.011191636E-1,8.013581858E-1
5.977522667E0,-8.615474653E-1,3.982227217E-1,1.033620424E0,1.403287765E0
5.987451667E0,-1.026302707E0,5.132256129E-1,1.010737345E0,1.529146087E0
5.997381667E0,-1.018186187E0,4.398160131E-1,4.517379011E-1,1.197584388E0
6.007310667E0,-8.234733206E-1,2.582523657E-1,-2.846178266E-1,9.087408329E-1
